time,x_F_body_mode,x_F_body_median,y_F_body_mode,y_F_body_median,n_F_body_mode,n_F_body_median,x_F_earth_mode,x_F_earth_median,y_F_earth_mode,y_F_earth_median
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,7.850172703450129,7.611259246646704,0.07364301351733471,0.05991066863305368,0.2033923439734413,-0.001065339225547135,7.850172703450129,7.611259246646704,0.07364301351733471,0.05991066863305368
0.5,6.904964018411485,7.160337805466048,-0.5510793521755714,-0.31561891081208293,1.045258471664672,0.5719443629489511,6.905000865759469,7.162168988326295,-0.5366892765863056,-0.3020668475239211
0.75,4.713707238368033,7.2017418500701895,-0.2019963384958141,-0.2634077295664681,-1.140598317388017,-0.19546292932400194,4.715935416165809,7.197060913121634,-0.16758379407134177,-0.23174231107151755
1.0,6.6947137477029,7.327637740159604,-0.6700109172868988,-0.6330004193997332,2.506901627186922,1.3579477546792025,6.690102600259571,7.3148973177337915,-0.5425354864049364,-0.5418129114590953
1.25,6.259518019510071,6.7314049161432825,-0.5314494181090658,-0.7135796155830489,0.8383039869107278,1.5438368617403917,6.272383343924097,6.77223052290422,-0.4623419278282553,-0.5974197277847231
1.5,5.948763596691361,7.334100940604104,-0.9582998786385725,-1.1862765515428393,1.5409469379384086,1.2707927699131583,6.006508250903996,7.349711248810418,-0.7638801104745065,-0.9910841947024024
1.75,7.465226068767806,7.607383863441385,-2.0090425716802027,-1.6698562098939544,4.827778952823918,3.4988345465209107,7.512605382514264,7.639749240618136,-1.8019555431777536,-1.446200277461774
2.0,6.0878346714743525,7.229496366451951,-2.1022774823261106,-2.054075428141248,6.240464321431373,2.747122358474482,6.127404733346777,7.306089544271559,-1.7009761404534056,-1.7048023782768897
2.25,6.606198110656545,7.184073248622546,-2.271303684431013,-2.6796114230196997,3.6538128555883733,4.074119881845627,6.670269526967478,7.2659689621878325,-1.8579186601177495,-2.3194896447954028
2.5,7.88674980934485,7.549874823298115,-3.563399439003925,-3.119450184935123,6.4066913841541835,5.5690483184942865,8.061981683808371,7.674158218414069,-2.9131673075933877,-2.6848828626160097
2.75,7.320253461745617,7.919938908231479,-3.2932931949311723,-3.1317389543256344,5.878946484696681,5.539076855585258,7.519759993234303,8.425083210275162,-2.7550778747498508,-2.4887725533783973
3.0,7.452580114119522,8.10973821806239,-3.450385261012868,-3.5941852280715083,5.542967447464836,6.038164691455403,7.720165170620084,8.371625859748413,-2.484088912337602,-2.696656775679411
3.25,6.344815457902674,7.184970611085067,-6.991860376251367,-5.696829715515632,4.667781392205465,6.340813496137787,6.550744380582084,7.915228025744604,-6.3760730735166,-4.734902393557853
3.5,9.041268155738026,8.164284856211175,-4.010287972697228,-4.4977879363304005,5.808982658797105,6.627211382869541,9.210003457973311,8.940375193879191,-3.1375564107119174,-3.4762971518779384
3.75,7.086424968145769,7.87772493717231,-6.476113650527379,-6.138921250087304,5.324001243614902,7.524511496097895,7.599142639657299,8.791142689139788,-5.506031007958872,-5.087108143149749
4.0,9.249314559708811,8.944743399802267,-7.292749767872731,-6.683469790528317,12.398709893286737,10.737571802775262,8.330483297610888,9.192871172001336,-6.524511184406361,-5.515521790132655
4.25,9.033847404627014,9.18058282877135,-8.588525390893981,-7.645733791232907,6.847616012976866,8.76936713803784,10.010060214842149,10.34338394827038,-6.676110126749414,-5.542368565897013
4.5,11.722922065311252,10.061681055187515,-7.843054906158706,-8.453367732631062,6.281130449009035,11.878435389706294,11.068519249347954,11.282602708403584,-5.665191542414207,-6.193478944919305
4.75,8.625913769758633,9.07138795671914,-10.311985394558322,-10.32582989609484,8.24387090329469,9.592778835116185,10.261513279767199,11.204425779557706,-7.367308910075064,-7.694836717016418
5.0,7.346992171631288,9.658036595552684,-9.388719739102655,-10.401899887622132,11.739699106988326,12.469732327979964,8.89941581472575,11.658449557477459,-6.764142977483627,-8.059566105028551
5.25,9.798887905305508,9.899910676736575,-12.487780830914062,-11.63623419018515,18.345666376022717,15.783368748138962,11.546144347902356,12.356998515478356,-9.875205391140973,-8.850522088406766
5.5,9.60401870470405,9.762372465785202,-8.909251338090066,-13.191217083309617,11.446292185111703,15.756062691264816,13.739966301117578,12.901194093927511,-6.01902984690164,-10.06774967343586
5.75,8.966598323854011,9.61445009511058,-10.925915090776067,-11.868580759964155,19.22279607865838,17.281370892609676,12.622483412347343,13.253160102771494,-7.068288133381543,-8.594494055559913
6.0,8.882652005449511,9.949318259302231,-16.19571632330983,-15.364938563459422,18.529140944483316,17.317017408425173,11.944639928950087,14.173443447421885,-11.862430124560381,-11.645317543422477
6.25,8.567752654015132,10.085720855520275,-16.66253687300117,-16.54291562749593,17.46818135382847,18.45055742244309,16.940710534791453,15.547682252983279,-12.665777736927232,-12.458641713836172
6.5,10.94698994625913,11.15476179100433,-15.022682215537003,-15.783079712815816,18.993282293759165,20.437586058049614,15.216823853812047,16.0369529570956,-10.070627208483941,-11.48234903081763
6.75,10.122216386642451,10.755231139440719,-16.804121292451626,-18.45358376487423,20.631588215005,22.207455427132334,17.142151480375148,17.380430987386053,-11.550856372483127,-13.200843343813213
7.0,12.074840306214984,11.53519561590843,-17.8367733387132,-19.52881211863121,35.485396494604004,26.876407670560916,19.288540182886923,18.587594216164003,-10.842306531285757,-14.249101510704836
7.25,13.175541230612085,12.243813614236654,-21.312253045197373,-20.635713048372455,18.29707539569477,23.88815973552898,20.261989126253592,19.725932755243882,-15.187679456845698,-14.529975741022277
7.5,11.180644771955192,11.995618414011375,-23.41133313242835,-23.310847023098688,22.123822470312756,23.778149610112486,20.091472623761327,21.07184572116125,-15.891506617925097,-15.602274160785598
7.75,10.012157946566013,11.720360810962458,-20.972008863934928,-23.333838380794226,22.41707910646992,21.84284398226022,21.60273360477046,21.67654135156741,-13.361473756629682,-15.429050752849943
8.0,11.383125871467904,11.77892388148579,-25.96353776359034,-25.746550206841455,22.449054697444954,24.776926529845284,22.01923803062768,22.853526072667893,-18.4537901368658,-16.559261318131178
8.25,14.084715979481967,13.482089501338354,-27.856636845940272,-26.99157235700653,25.017099554181748,25.543550234351258,24.39704815784812,24.303609500972836,-17.799389861804404,-16.971564549402178
8.5,12.967924947193305,13.374621269697961,-30.21377149777154,-29.405231948535825,22.474666723143077,27.326589990811428,27.87744210402471,26.705061695105822,-19.813829652466257,-18.621199874592424
8.75,13.11630536201787,12.889217793893069,-31.89193933907971,-30.772714139396854,27.08076394271911,27.65713857656555,25.526675832248703,26.301169804216684,-20.773877223423206,-19.571315121016617
9.0,14.941648275798473,13.077096529458771,-31.310723565259703,-31.4516592383985,21.521345149853968,29.064376207570213,31.34422322524342,28.84819905357869,-17.958445389653516,-18.714305881613022
9.25,13.24348301696381,13.436259375920558,-30.23179768413688,-31.8132552844722,31.722238832241953,29.321840452515914,30.550231602383786,29.725862236085348,-16.417828249983398,-17.781282616644617
9.5,13.358935727219745,13.64988462929528,-28.578528996230915,-31.584705577089977,32.36949758269252,28.763822059187703,30.3797617041606,30.250582809030792,-15.146894654901022,-16.356690346369014
9.75,15.065947842019252,14.51645952251037,-36.53243684088979,-35.175102525837545,21.62382484197332,27.47477751892795,32.422087318792656,32.54271167625606,-18.47302633155408,-18.028535313157658
10.0,12.685483633471703,13.206149343736666,-38.925435593424616,-37.51084772806992,27.031006441259734,29.292504933398448,33.3940703936101,34.05141564273458,-21.400205047911918,-20.101864612740094
10.25,12.359355042460015,12.705762644423594,-33.96487153902039,-35.393974966297975,30.08471333191207,28.61572019428185,35.15986796380091,34.27533166110306,-17.56001831309651,-18.55123172266486
10.5,12.522402383284344,12.95387149278559,-40.09786968687311,-39.34093048330605,31.992058819795854,30.373057976002734,35.382079875014504,36.38123554996253,-22.083940750093586,-19.46227099151829
10.75,15.815754656403996,14.574070482594662,-41.85702136766368,-37.37533855287353,19.19317753899997,22.135012466521125,33.67486425992277,35.643558730342725,-16.56769327472328,-16.54245158945182
11.0,12.997515197554167,13.91801489713204,-34.91085334074913,-37.54984336112035,17.057467403069612,28.132592683711927,35.79230928824133,36.49397081459422,-18.959602208918067,-15.605573506543466
11.25,14.604620896700418,14.123535122529555,-42.679763393769676,-41.21080941990116,25.665009756123034,25.818534950846995,39.923797960134664,39.495308323356156,-18.613017767786495,-17.541540978881905
11.5,14.402613273014426,13.501102205659851,-35.23506084640945,-40.47520759296969,33.58019426823065,30.047939602655006,37.5765094160973,39.67093518999421,-13.4534586413583,-15.357067444621237
11.75,11.875809340341336,12.553652605395929,-35.15530155996448,-40.24690901248968,20.208925441395067,22.66661876861459,43.580942492351426,40.62924195807058,-18.291671052022604,-15.901972435979138
12.0,12.037798078924883,12.510516874205775,-41.47914937453009,-41.51061184392478,24.99678545105608,22.63507214619866,39.71970030183913,40.71881045223736,-15.244544956935401,-14.770502053825034
12.25,13.10145211271491,13.164261591309618,-38.92904203938443,-40.53337377021188,27.39144533383603,21.97203235360746,38.15221881029043,41.171124581294436,-10.104246955820496,-12.132703030198586
12.5,11.373972532615712,12.256071696560376,-44.8885878056608,-43.83927035398679,5.917014503248674,15.73580612080251,44.81067857184208,42.732017175314496,-10.91417285235543,-13.994312564342017
12.75,9.591033701671316,11.333367107358448,-42.51177165427836,-43.09994868534293,18.745875018909732,18.691480627856908,39.73991286585352,41.631949760892525,-14.336916249779467,-12.961225778422103
13.0,13.239100060545642,11.405162951766133,-40.74480760265408,-42.40721587892294,15.240280492786423,21.11682131346575,44.005613236405694,43.20343121633309,-13.408500159373453,-13.21137842097958
13.25,11.592619804122243,11.451689305310605,-41.17922954240889,-43.70195849655614,7.1839256854048115,12.41129385515512,41.48224586735716,42.63646337211986,-12.107375529958677,-12.013705047467912
13.5,10.649414740122321,9.761581613309367,-46.39443017042919,-44.53639021650427,11.726754288756656,18.301916525660097,46.429889310724064,43.48317236691491,-10.674351379781484,-11.56837838285955
13.75,10.521211769693304,10.555913061534328,-37.87286018630107,-42.761324174066175,15.303591423474304,14.054386500199534,38.993627334086334,42.32767678767479,-9.962784022258205,-10.003516351945308
14.0,8.565038419644614,9.176445618759281,-42.092843093653755,-42.628863189668195,6.244744190784635,13.135517898950056,44.08450169248429,42.534571380341916,-9.606704643684582,-9.690890585315241
14.25,9.689972849134632,9.942686304125122,-46.88687737980718,-45.458518332253675,7.654900779877814,9.576926488782277,46.18445480808555,45.05098749609641,-9.463036399023574,-8.971947712659347
14.5,8.343697720994426,8.191611503915475,-40.60781439028774,-46.23252245393023,14.535115747359734,13.885470634650696,40.91101209341871,45.838392424383386,-8.987084372995122,-9.46466376555615
14.75,7.67489603658532,7.4312083901390436,-48.16401270354783,-43.41287134734507,13.182602901418294,11.86617541315157,42.29783801206581,42.972887072679214,-6.890676407783498,-7.3982235542632555
15.0,7.905772069625505,7.414156770757577,-42.25800396079623,-44.25996178103783,7.641103964758626,9.278771043090469,42.3335162697165,43.78150785875673,-7.829416736070579,-7.650469871208883
15.25,6.946709046871648,6.0899322891636265,-49.74280160629332,-46.89422102102343,5.514781030371221,8.230127532331311,48.67798247228772,46.170762900415106,-7.6872269683299415,-7.765622303428545
15.5,5.025968442441443,4.993718610084451,-43.94283907445865,-43.71227675991477,-2.6500074946319043,2.7690268805968064,44.49287124574732,43.8849804671231,-7.216731896217235,-7.10345739195686
15.75,4.7403694285522775,3.984958359991988,-48.27796844561079,-46.2409953471041,-1.331344560568069,6.715449812923447,48.12459828439945,46.300071043517626,-7.346227872380491,-7.7818082596031495
16.0,3.5925018081544624,2.9666490932995906,-43.557784435917604,-45.289459133102234,-2.4249268023150696,0.29147569340471363,43.76942544107679,45.022155180668605,-6.711384743152226,-7.282259302352316
16.25,0.48096122841083966,0.759156381285615,-44.96587975709185,-45.76743297338017,6.362614752428457,2.665539648777395,44.56285580619147,44.74447199814013,-8.301219333318826,-8.134093663829185
16.5,1.0808973065153584,0.9434084959736149,-45.2370052499067,-45.619140160016144,3.6768047288126966,0.7017989680135606,44.288102920907924,44.86072977194921,-7.075494971300721,-6.857966135478646
16.75,-0.6394123265380903,0.546033914449848,-50.40593888695532,-48.84062552971871,-4.67519916567583,-0.4160249825765714,50.259883050258914,48.28725395012836,-6.3853956558619736,-6.291039343126343
17.0,-0.6742385679382671,-0.3948246468164692,-49.36485616215459,-45.76024615676784,1.5901929169796332,-0.020610951865551508,48.95695229970099,45.2383963085301,-6.488708590732865,-5.956469568176605
17.25,0.4979175503890424,0.2681613728024621,-43.72830291846521,-45.7406485574636,2.85341220681106,-2.457482913570436,43.672814284921564,45.69578874728612,-3.7684795176953654,-4.017470626781313
17.5,0.03430177069710449,-0.02828259170969951,-50.46794160413577,-49.444486935720796,-10.065174917709715,-6.322176674095793,50.04175175859619,49.32517608342833,-3.029722770943837,-3.184974280261325
17.75,-0.29178326964641393,-0.8533924095809489,-45.63223364731349,-47.449548822471,-5.756601876321523,-1.7405001786569059,45.54361266634917,47.29523381045858,-3.2159058597605723,-3.1047047983911216
18.0,-0.5915289383064003,-1.0866931076326247,-49.57135984979517,-48.36620486994754,-6.334242447513431,-6.748725697853699,49.555970053463355,48.34261852963709,-1.6053113402160328,-1.8686177153308723
18.25,-0.4369772330236056,-0.48681818968895707,-46.451017416811915,-47.912810709090884,3.1897125781554037,-4.400467180100165,46.46288430494543,47.92535603196481,-0.0249743586745737,-0.07335574317567162
18.5,-0.44024159198288026,-0.8201175484846676,-48.29355155075837,-50.36804174549914,-11.382117140518718,-11.813826938824445,48.39459397546852,50.32371616465042,1.217688004933339,0.8400444089544208
18.75,1.0208769869959045,0.01243365482135933,-50.9986060724142,-49.33378378832677,-1.8007702760709186,-6.689541183914665,50.726714254777384,49.43025657537448,4.110894050320885,2.801307852861603
19.0,-0.3119765938825651,-1.0087186975584,-52.54913717700464,-49.792808775498955,-18.82490638643558,-14.94290976700086,52.57902550215777,49.52631996503503,3.5586446131855802,2.704632710030613
19.25,-1.735915868416625,-1.2653207851854715,-47.280599675991105,-49.301243491877074,-5.594398833002219,-13.784439233393236,47.28747870959885,48.8677893997109,5.069750181048711,4.6654026692585955
19.5,-1.315989740046507,-1.3095228884492023,-43.452876740693696,-46.9233666143698,-13.47015950574301,-12.899738585950725,43.5685302086065,46.748910378611306,4.907840661193244,5.090614229020007
19.75,-1.4799444403997912,-1.7572464659833154,-46.462855821208926,-47.5718803042502,-13.11442776701071,-16.120318643828178,46.15375633670972,47.66618678817423,6.758228100138242,5.7216053581754345
20.0,-0.812409040363666,-1.4174524394169161,-45.43892836671803,-48.832615770000174,-10.427036590442214,-15.473811369079673,45.44916689754958,48.1409985129838,7.790885033464546,7.313543221704948
20.25,-3.1113563031676796,-2.4549425143758103,-47.49061482737905,-47.77911913398002,-16.20577967080456,-17.967661611853334,46.87825131270849,47.72694224951827,5.965353534154303,7.518920930578728
20.5,-1.7286694083510856,-2.0482756219974663,-50.85773981321593,-48.679933604664285,-21.12014829225984,-18.24223048500488,49.94820051117535,47.852257405115786,8.649883744958098,9.147011569719684
20.75,-1.5535900999622583,-2.2672683112752052,-50.513533838381285,-49.71265647154307,-26.643627563033462,-22.306920651233035,49.50480789350381,48.42003017778129,10.213636706182452,10.086065372492314
21.0,-2.8313054411430323,-2.7505032692503395,-46.56430941072539,-47.17838123980641,-13.404013962648408,-19.31766471311576,45.72702985545006,45.98379480208431,10.477350569144926,10.334355742679827
21.25,-3.361667798822097,-3.1084314952432655,-45.39942115128165,-46.116637019352986,-10.247386032690724,-16.586664704584365,45.48416643334264,45.27779850559203,9.63142610305379,10.771401458393079
21.5,-3.1838236123853036,-3.320002867260758,-50.78137332352919,-48.098875044641204,-17.18261997514762,-22.563236173694982,48.66940843123256,46.67177210022716,12.480288806429654,12.533158905922306
21.75,-3.496478284929452,-3.9345319701186448,-51.44196725246292,-50.16845883334875,-26.22212703060719,-22.744853515318773,49.84855980639629,48.7572159432453,14.617199390913083,13.280780429148956
22.0,-4.294541836328102,-3.831095614017439,-48.292392922320055,-47.91856547274163,-23.717918547420656,-24.371876529117415,46.40097342154589,45.60306828634093,12.83069339357099,13.331370711094149
22.25,-4.260838890356612,-4.711942426798627,-47.60452530630034,-47.355723279738356,-25.134168060734808,-25.913820009654444,46.19268477350887,45.99382821267488,13.107793847035005,13.694450636922378
22.5,-4.803023523675202,-4.803887495713086,-49.483783169897016,-46.719808064775286,-36.123177535220705,-29.294997698027135,44.591998326997,44.228266974157066,15.630384440293318,15.14999788986434
22.75,-5.211040031440602,-6.058535886779674,-47.7852360115152,-47.552161658760326,-21.933319351878957,-27.520733753607146,44.907373748371455,44.80939319319917,16.299344957838393,15.801994594732388
23.0,-6.369160848272614,-5.504139171789052,-46.364468395212526,-46.48923523692484,-26.609299346100244,-28.770212799198127,48.023786280314496,43.582290795121885,16.281552868256405,16.80602437347916
23.25,-6.5314079127964835,-6.49478166687589,-41.70707158032514,-43.26393316480605,-32.90582242008768,-30.425718784682353,39.55257787183495,40.9167260139117,15.546741671845911,15.220650854878604
23.5,-7.764823084938916,-6.914723389345385,-43.25342318609895,-43.966583575063765,-24.828175696642656,-28.66571003155194,41.43358573180514,41.877414769047526,14.386598951818872,15.980440940695274
23.75,-6.044633026990455,-6.847395315980883,-47.44572836151366,-43.93989685775181,-37.43746681447583,-34.03848725447672,44.07662465012315,41.406394425592225,14.896323408128774,16.278962046172254
24.0,-6.980547594128764,-7.799960933826403,-43.75903438131514,-43.2713643177252,-36.286874157731184,-33.78047888908516,40.116370281984686,40.31842065206369,14.404916043525896,16.56655372589806
24.25,-8.833250184626822,-8.234407913846574,-39.678191212678115,-42.52568717479045,-28.191655273343223,-31.857051667339185,36.85861617595165,40.251414622453204,18.92331641971616,18.132393049149684
24.5,-8.722809080715688,-8.752375841899596,-42.86535010086545,-42.301903565760696,-31.611484698031827,-31.76882152185385,40.728581000920514,39.2657218456649,16.32510811275011,16.952702652031277
